BuffID	BuffDesc	IsSaved	IsRecorded	IsDeleted	IsOverlapped	OverlapTyp	EffectTyp	EffectPara	BuffPriority	BuffSpecialType	ActivateRound	IsDeleteSourceExit
2041145	免疫伤害移除	0	1	1	0		30	2041145	3			
2041146	攻击+2	0	1	1	1	1	3	2041146	3			
2042144	免疫伤害添加	0	1	1	0		30	2042144	3			
2042145	免疫伤害移除	0	1	1	0		30	2042145	3			
2042146	攻击+4	0	1	1	1	1	3	2042146	3			
2041153	咆哮	1	1	1	1	1	11	2041153	3			
2041154	攻击永久+4	1	1	1	1	1	3	2041154	3			
2041155	体力永久+4	1	1	1	1	1	2	2041155	3			
2042153	咆哮	1	1	1	1	1	11	2042153	3			
2042154	攻击永久+8	1	1	1	1	1	3	2042154	3			
2042155	体力永久+8	1	1	1	1	1	2	2042155	3			
2041162	攻击+当先次数	0	1	1	1	1	3	2041162	3			
2041163	体力+当先次数	0	1	1	1	1	2	2041163	3			
2042162	攻击+2*当先次数	0	1	1	1	1	3	2042162	3			
2042163	体力+2*当先次数	0	1	1	1	1	2	2042163	3			
2041173	额外回合	0	0	0	0		29	2041173	3			
2041174	攻击翻倍	0	1	1	1	1	3	2041174	3			
2042173	额外回合	0	0	0	0		29	2042173	3			
2042174	攻击永久翻倍	1	1	1	1	1	3	2042174	3			
2041182	攻击+2	0	1	1	1	1	3	2041182	3			
2041183	体力+1	0	1	1	1	1	2	2041183	3			
2042182	攻击+4	0	1	1	1	1	3	2042182	3			
2042183	体力+2	0	1	1	1	1	2	2042183	3			
2041193	挑选1张锦囊牌	0	0	0	0		28	2041193	3			
2041194	获得1张锦囊牌	0	0	0	0		6	2041194	3			
2042193	挑选1张锦囊牌	0	0	0	0		28	2042193	3			
2042194	获得2张锦囊牌	0	0	0	0		6	2042194	3			
2041202	挑衅	1	1	1	0		16	2041202	3			
2042202	挑衅	1	1	1	0		16	2042202	3			
2051012	造成3点伤害	0	0	0	0		26	2051012	3			
2052012	造成3点伤害	0	0	0	0		26	2052012	3			
2051022	挑衅	1	1	1	0		16	2051022	3			
2052022	挑衅	1	1	1	0		16	2052022	3			
2051032	攻击永久+1	1	1	1	1	1	3	2051032	3			
2051033	体力永久+1	1	1	1	1	1	2	2051033	3			
2052032	攻击永久+2	1	1	1	1	1	3	2052032	3			
2052033	体力永久+2	1	1	1	1	1	2	2052033	3			
2051042	攻击+2	0	1	1	1	1	3	2051042	3			
2051043	体力+1	0	1	1	1	1	2	2051043				
2052042	攻击+4	0	1	1	1	1	3	2052042	3			
2052043	体力+2	0	1	1	1	1	2	2052043				
2051052	攻击+3	0	1	1	1	1	3	2051052	3			
2052052	攻击+6	0	1	1	1	1	3	2052052	3			
2051062	获得2虎符	0	0	0	0		4	2051062	3			
2052062	获得4虎符	0	0	0	0		4	2052062	3			
2051073	御策	1	1	1	1	1	9	2051073	3			
2051074	获得1虎符	0	0	0	0		4	2051074	3			
2052073	御策	1	1	1	1	1	9	2052073	3			
2052074	获得2虎符	0	0	0	0		4	2052074	3			
2051083	获得技能2051082	0	1	1	1	1	8	2051083	3			
2051084	攻击永久+2	1	1	1	1	1	3	2051084	3			
2051085	体力永久+1	1	1	1	1	1	2	2051085	3			
2052083	获得技能2052082	0	1	1	1	1	8	2052083	3			
2052084	攻击永久+4	1	1	1	1	1	3	2052084	3			
2052085	体力永久+2	1	1	1	1	1	2	2052085	3			
2051092	攻击+2	0	1	1	1	1	3	2051092	3			
2051093	体力+2	0	1	1	1	1	2	2051093	3			
2052092	攻击+4	0	1	1	1	1	3	2052092	3			
2052093	体力+4	0	1	1	1	1	2	2052093	3			
2051102	触发破军1次	0	0	0	0		27	2051102	3			
2052102	触发破军2次	0	0	0	0		27	2052102	3			
2051113	获得1虎符	0	0	0	0		4	2051113	3			
2051114	获得1虎符	0	0	0	0		4	2051114	3			
2052113	获得2虎符	0	0	0	0		4	2052113	3			
2052114	获得2虎符	0	0	0	0		4	2052114	3			
2051123	咆哮	1	1	1	1	1	11	2051123	3			
2051124	攻击+2	0	1	1	1	1	3	2051124	3			
2051125	体力+2	0	1	1	1	1	2	2051125	3			
2052123	咆哮	1	1	1	1	1	11	2052123	3			
2052124	攻击+4	0	1	1	1	1	3	2052124	3			
2052125	体力+4	0	1	1	1	1	2	2052125	3			
2051132	攻击+2*破军次数	0	1	1	1	1	3	2051132	3			
2051133	体力+破军次数	0	1	1	1	1	2	2051133	3			
2052132	攻击+4*破军次数	0	1	1	1	1	3	2052132	3			
2052133	体力+2*破军次数	0	1	1	1	1	2	2052133	3			
2051144	咆哮	1	1	1	1	1	11	2051144	3			
2051145	御策	1	1	1	1	1	9	2051145	3			
2051146	攻击永久+3	1	1	1	1	1	3	2051146	3			
2051147	体力永久+3	1	1	1	1	1	2	2051147	3			
2052144	咆哮	1	1	1	1	1	11	2052144	3			
2052145	御策	1	1	1	1	1	9	2052145	3			
2052146	攻击永久+6	1	1	1	1	1	3	2052146	3			
2052147	体力永久+6	1	1	1	1	1	2	2052147	3			
2051153	御策	1	1	1	1	1	9	2051153	3			
2051154	获得1张锦囊牌	0	0	0	0		6	2051154	3			
2052153	御策	1	1	1	1	1	9	2052153	3			
2052154	获得2张锦囊牌	0	0	0	0		6	2052154	3			
2051162	攻击+1	0	1	1	1	1	3	2051162	3			
2051163	体力+1	0	1	1	1	1	2	2051163	3			
2052162	攻击+2	0	1	1	1	1	3	2052162	3			
2052163	体力+2	0	1	1	1	1	2	2052163	3			
2051172	触发破军1次	0	0	0	0		27	2051172	3			
2052172	触发破军2次	0	0	0	0		27	2052172	3			
2051182	攻击永久+1	1	1	1	1	1	3	2051182	3			
2051183	体力永久+1	1	1	1	1	1	2	2051183	3			
2052182	攻击永久+2	1	1	1	1	1	3	2052182	3			
2052183	体力永久+2	1	1	1	1	1	2	2052183	3			
2051192	获得1虎符	0	0	0	0		4	2051192	3			
2052192	获得2虎符	0	0	0	0		4	2052192	3			
2061012	造成3点伤害	0	0	0	0		26	2061012	3			
2062012	造成3点伤害	0	0	0	0		26	2062012	3			
2061022	上阵黄巾兵	0	0	0	0		1	2061022	3			
2062022	上阵金色黄巾兵	0	0	0	0		1	2062022	3			
2061032	攻击+1	0	1	1	1	1	3	2061032	3			
2061033	体力+2	0	1	1	1	1	2	2061033	3			
2062032	攻击+2	0	1	1	1	1	3	2062032	3			
2062033	体力+4	0	1	1	1	1	2	2062033	3			
2061042	攻击+1	1	1	1	1	1	3	2061042	3			
2061043	体力+1	1	1	1	1	1	2	2061043	3			
2062042	攻击+2	1	1	1	1	1	3	2062042	3			
2062043	体力+2	1	1	1	1	1	2	2062043	3			
2061052	攻击永久+1	1	1	1	1	1	3	2061052	3			
2061053	上阵黄巾兵	0	0	0	0		1	2061053	3			
2062052	攻击永久+2	1	1	1	1	1	3	2062052	3			
2062053	上阵金色黄巾兵	0	0	0	0		1	2062053	3			
2061062	攻击永久+2	1	1	1	1	1	3	2061062	3			
2061063	体力永久+2	1	1	1	1	1	2	2061063	3			
2062062	攻击永久+4	1	1	1	1	1	3	2062062	3			
2062063	体力永久+4	1	1	1	1	1	2	2062063	3			
2061072	触发遗计1次	0	0	0	0		27	2061072	3			
2062072	触发遗计2次	0	0	0	0		27	2062072	3			
2061082	攻击永久+1	1	1	1	1	1	3	2061082	3			
2061083	体力永久+2	1	1	1	1	1	2	2061083	3			
2062082	攻击永久+2	1	1	1	1	1	3	2062082	3			
2062083	体力永久+4	1	1	1	1	1	2	2062083	3			
2061092	造成3点伤害	0	0	0	0		26	2061092	3			
2062092	造成3点伤害	0	0	0	0		26	2062092	3			
2061102	攻击永久+2	1	1	1	1	1	3	2061102	3			
2061103	体力永久+2	1	1	1	1	1	2	2061103	3			
2062102	攻击永久+4	1	1	1	1	1	3	2062102	3			
2062103	体力永久+4	1	1	1	1	1	2	2062103	3			
2061113	永久获得技能2061112	1	1	1	1	1	8	2061113	3			
2061114	上阵黄巾兵	0	0	0	0		1	2061114	3			
2062113	永久获得技能2062112	1	1	1	1	1	8	2062113	3			
2062114	上阵金色黄巾兵	0	0	0	0		1	2062114	3			
2061122	造成3点伤害	0	0	0	0		26	2061122	3			
2062122	造成3点伤害	0	0	0	0		26	2062122	3			
2061133	永久获得技能2061132	1	1	1	1	1	8	2061133	3			
2061134	造成3点伤害	0	0	0	0		26	2061134	3			
2062133	永久获得技能2062132	1	1	1	1	1	8	2062133	3			
2062134	造成3点伤害	0	0	0	0		26	2062134	3			
2061143	攻击永久+2	1	1	1	1	1	3	2061143	3			
2061144	体力永久+1	1	1	1	1	1	2	2061144	3			
2061145	攻击永久+2	1	1	1	1	1	3	2061145	3			
2061146	体力永久+1	1	1	1	1	1	2	2061146	3			
2062143	攻击永久+4	1	1	1	1	1	3	2062143	3			
2062144	体力永久+2	1	1	1	1	1	2	2062144	3			
2062145	攻击永久+4	1	1	1	1	1	3	2062145	3			
2062146	体力永久+2	1	1	1	1	1	2	2062146	3			
2061152	触发遗计1次	0	0	0	0		27	2061152	3			
2062152	触发遗计2次	0	0	0	0		27	2062152	3			
2061163	咆哮	1	1	1	1	1	11	2061163	3			
2061164	攻击永久+1	1	1	1	1	1	3	2061164	3			
2061165	体力永久+1	1	1	1	1	1	2	2061165	3			
2062163	咆哮	1	1	1	1	1	11	2062163	3			
2062164	攻击永久+2	1	1	1	1	1	3	2062164	3			
2062165	体力永久+2	1	1	1	1	1	2	2062165	3			
2061173	获得技能2061172	0	1	1	1	1	8	2061173	3			
2061174	上阵1个黄巾兵	0	0	0	0		1	2061174	3			
2062173	获得技能2062172	0	1	1	1	1	8	2062173	3			
2062174	上阵1个金色黄巾兵	0	0	0	0		1	2062174	3			
2061182	攻击+3	1	1	1	1	1	3	2061182	3			
2061183	体力+3	1	1	1	1	1	2	2061183	3			
2062182	攻击+6	1	1	1	1	1	3	2062182	3			
2062183	体力+6	1	1	1	1	1	2	2062183	3			
2061192	造成12点伤害	0	0	0	0		26	2061192	3			
2062192	造成12点伤害	0	0	0	0		26	2062192	3			
300212	体力变为1	0	1	1	1	1	2	300212	3			
300312	造成8点伤害	0	0	0	0		26	300312	3			
300322	造成8点伤害	0	0	0	0		26	300322	3			
300332	造成8点伤害	0	0	0	0		26	300332	3			
2041036	获得糜夫人攻击	0	1	1	1	1	3	2041036	3	1		
2041037	获得糜夫人体力	0	1	1	1	1	2	2041037	3	1		
2042036	获得糜夫人攻击	0	1	1	1	1	3	2042036	3	1		
2042037	获得糜夫人体力	0	1	1	1	1	2	2042037	3	1		
2011024	获得1张东吴水军	0	0	0	0		5	2011024	3			
2012024	获得2张东吴水军	0	0	0	0		5	2012024	3			
2021232	攻击永久+1	1	1	1	1	1	3	2021232	3			
2021233	体力永久+2	1	1	1	1	1	2	2021233	3			
2022232	攻击永久+2	1	1	1	1	1	3	2022232	3			
2022233	体力永久+4	1	1	1	1	1	2	2022233	3			
2021243	咆哮	1	1	1	1	1	11	2021243	3			
2021244	获得自身体力攻击	0	1	1	1	1	3	2021244	3			
2022243	咆哮	1	1	1	1	1	11	2022243	3			
2022244	获得自身体力2倍的攻击	0	1	1	1	1	3	2022244	3			
2061135	攻击+3	1	1	1	1	1	3	2061135	3			
2061136	体力+1	1	1	1	1	1	2	2061136	3			
2062135	攻击+6	1	1	1	1	1	3	2062135	3			
2062136	体力+2	1	1	1	1	1	2	2062136	3			
2061193	造成张宁攻击伤害	0	0	0	1	1	26	2061193	3			
2062193	造成张宁攻击的伤害	0	0	0	1	1	26	2062193	3			
410055	体力永久+3	1	1	1	1	1	2	410055	3			
2031133	攻击变为1	0	1	1	1	1	3	2031133	3			
2032133	攻击变为1	0	1	1	1	1	3	2032133	3			
2061138	挑衅	1	1	1	1	1	16	2061138	3			
2062138	挑衅	1	1	1	1	1	16	2062138	3			
1011101	上阵1个雷铜	0	0	0	0		1	1011101	3			
1012101	上阵2个雷铜	0	0	0	0		1	1012101	3			
1021101	咆哮	1	1	1	1	1	11	1021101	3			
1022101	咆哮	1	1	1	1	1	11	1022101	3			
1031101	攻击时，使攻击力翻倍。	0	1	1	1	1	3	1031101	3			
1032101	攻击时，使攻击力翻3倍。	0	1	1	1	1	3	1032101	3			
1041101	攻击+2	1	1	1	1	1	3	1041101	3			
1041102	体力+2	1	1	1	1	1	2	1041102	3			
1042101	攻击+4	1	1	1	1	1	3	1042101	3			
1042102	体力+4	1	1	1	1	1	2	1042102	3			
1051101	获得糜夫人体力	0	1	1	1	1	2	1051101	3			
1051102	咆哮	0	1	1	1	1	11	1051102	3			
1052101	获得糜夫人两倍体力	0	1	1	1	1	2	1052101	3			
1052102	咆哮	0	1	1	1	1	11	1052102	3			
1061101	攻击+3	1	1	1	1	1	3	1061101	3			
1061102	体力+3	1	1	1	1	1	2	1061102	3			
1062101	攻击+6	1	1	1	1	1	3	1062101	3			
1062102	体力+6	1	1	1	1	1	2	1062102	3			
1071101	随机获得1张蜀势力武将	0	0	0	0		5	1071101	3			
1072101	随机获得2张蜀势力武将	0	0	0	0		5	1072101	3			
1081101	攻击+1	1	1	1	1	1	3	1081101	3			
1081102	体力+1	1	1	1	1	1	2	1081102	3			
1082101	攻击+2	1	1	1	1	1	3	1082101	3			
1082102	体力+2	1	1	1	1	1	2	1082102	3			
1091101	御策	1	1	1	1	1	9	1091101	3			
1091201	挑选1张锦囊牌	0	0	0	0		28	1091201	3			
1092101	御策	1	1	1	1	1	9	1092101	3			
1092201	挑选1张锦囊牌2次	0	0	0	0		28	1092201	3			
1101101	攻击+3	1	1	1	1	1	3	1101101	3			
1101102	体力+2	1	1	1	1	1	2	1101102	3			
1102101	攻击+6	1	1	1	1	1	3	1102101	3			
1102102	体力+4	1	1	1	1	1	2	1102102	3			
1111101	免疫伤害	0	1	1	0		30	1111101	3			
1111201	免疫伤害（移除）	0	1	1	0		30	1111201	3			
1111301	获得攻击+3	1	1	1	1	1	3	1111301	3			
1112101	免疫伤害	0	1	1	0		30	1112101	3			
1112201	免疫伤害（移除）	0	1	1	0		30	1112201	3			
1112301	获得攻击+6	1	1	1	1	1	3	1112301	3			
1121101	攻击+2	0	1	1	1	1	3	1121101	3			
1121102	体力+1	0	1	1	1	1	2	1121102	3			
1122101	攻击+4	0	1	1	1	1	3	1122101	3			
1122102	体力+2	0	1	1	1	1	2	1122102	3			
1131101	刷新商店全蜀	0	0	0	0		41	1131101	3			
1132101	刷新商店全蜀	0	0	0	0		41	1132101	3			
1141101	咆哮	1	1	1	1	1	11	1141101	3			
1141201	攻击+3	1	1	1	1	1	3	1141201	3			
1141202	体力+2	1	1	1	1	1	2	1141202	3			
1142101	咆哮	1	1	1	1	1	11	1142101	3			
1142201	攻击+6	1	1	1	1	1	3	1142201	3			
1142202	体力+4	1	1	1	1	1	2	1142202	3			
1151101	每触发过1次蜀势力当先效果攻击+3。	0	1	1	1	1	3	1151101	3			
1151102	每触发过1次蜀势力当先效果体力+3。	0	1	1	1	1	2	1151102	3			
1152101	每触发过1次蜀势力当先效果攻击+6。	0	1	1	1	1	3	1152101	3			
1152102	每触发过1次蜀势力当先效果体力+6。	0	1	1	1	1	2	1152102	3			
1161101	挑选1张等级5的锦囊牌1次	0	0	0	0		28	1161101	3			
1162101	挑选1张等级5的锦囊牌2次	0	0	0	0		28	1162101	3			
1171101	攻击+2	1	1	1	1	1	3	1171101	3			
1171102	体力+2	1	1	1	1	1	2	1171102	3			
1172101	攻击+4	1	1	1	1	1	3	1172101	3			
1172102	体力+4	1	1	1	1	1	2	1172102	3			
1181101	每使用一张锦囊攻击+2	1	1	1	1	1	3	1181101	3			
1181102	每使用一张锦囊体力+2	1	1	1	1	1	2	1181102	3			
1182101	每使用一张锦囊攻击+4	1	1	1	1	1	3	1182101	3			
1182102	每使用一张锦囊体力+4	1	1	1	1	1	2	1182102	3			
1191101	蜀势力友方首次攻击时，使其获得御策。	0	1	1	1	1	9	1191101	3			
1191102	攻击+4	1	1	1	1	1	3	1191102	3			
1191103	体力+4	1	1	1	1	1	2	1191103	3			
1192101	蜀势力友方首次攻击时，使其获得御策。	0	1	1	1	1	9	1192101	3			
1192102	攻击+8	1	1	1	1	1	3	1192102	3			
1192103	体力+8	1	1	1	1	1	2	1192103	3			
1201101	挑衅	1	1	1	0		16	1201101	3			
1202101	挑衅	1	1	1	0		16	1202101	3			
2021101	造成2点伤害	0	0	0	0		26	2021101	3			
2022101	造成4点伤害	0	0	0	0		26	2022101	3			
2031101	造成1点伤害	0	0	0	0		26	2031101	3			
2031102	攻击+3	0	1	1	1	1	3	2031102	3			
2031113	体力+1	0	1	1	1	1	2	2031113	3			
2032101	造成1点伤害	0	0	0	0		26	2032101	3			
2032102	攻击+3	0	1	1	1	1	3	2032102	3			
2032113	体力+1	0	1	1	1	1	2	2032113	3			
2041101	获得2枚虎符	0	0	0	0		4	2041101	3			
2042101	获得2枚虎符	0	0	0	0		4	2042101	3			
2051101	体力+1	1	1	1	1	1	2	2051101	3			
2052101	体力+2	1	1	1	1	1	2	2052101	3			
2061101	获得等同体力的攻击	0	1	1	1	1	3	2061101	3			
2062101	获得等同体力两倍的攻击	0	1	1	1	1	3	2062101	3			
2071101	体力+2	1	1	1	1	1	2	2071101	3			
2072101	体力+4	1	1	1	1	1	2	2072101	3			
2081101	攻击+2	1	1	1	1	1	3	2081101	3			
2081102	体力+2	1	1	1	1	1	2	2081102	3			
2082101	攻击+4	1	1	1	1	1	3	2082101	3			
2082102	体力+4	1	1	1	1	1	2	2082102	3			
2091101	攻击+1	1	1	1	1	1	3	2091101	3			
2091102	体力+2	1	1	1	1	1	2	2091102	3			
2092101	攻击+2	1	1	1	1	1	3	2092101	3			
2092102	体力+4	1	1	1	1	1	2	2092102	3			
2101101	造成2点伤害	0	0	0	0		26	2101101	3			
2102101	造成2点伤害	0	0	0	0		26	2102101	3			
2111101	挑衅	1	1	1	0		16	2111101	3			
2111201	受到攻击后，随机造成等于体力值的伤害	0	0	0	0		26	2111201	3			
2112101	挑衅	1	1	1	0		16	2112101	3			
2112201	受到攻击后，随机造成等于2倍体力值的伤害	0	0	0	0		26	2112201	3			
2121101	咆哮。	1	1	1	1	1	11	2121101	3			
2121201	造成2点伤害（本局每判定过1次，增加1点）	0	0	0	0		26	2121201	3			
2122101	咆哮。	1	1	1	1	1	11	2122101	3			
2122201	造成4点伤害（本局每判定过1次，增加2点）	0	0	0	0		26	2122201	3			
2131101	获得1张魏势力武将牌	0	0	0	0		5	2131101	3			
2132101	获得1张魏势力武将牌	0	0	0	0		5	2132101	3			
2141101	攻击+1	1	1	1	1	1	3	2141101	3			
2141102	体力+2	1	1	1	1	1	2	2141102	3			
2142101	攻击+2	1	1	1	1	1	3	2142101	3			
2142102	体力+4	1	1	1	1	1	2	2142102	3			
2151101	判定成功	0	0	0	0		35		3			
2152101	判定成功	0	0	0	0		35		3			
2152201	攻击+2	1	1	1	1	1	3	2152201	3			
2152202	体力+2	1	1	1	1	1	2	2152202	3			
2161101	攻击永久+8	1	1	1	1	1	3	2161101	3			
2161102	体力永久+8	1	1	1	1	1	2	2161102	3			
2161103	再次执行技能	0	0	0	0		27	2161103	3			
2162101	攻击永久+16	1	1	1	1	1	3	2162101	3			
2162102	体力永久+16	1	1	1	1	1	2	2162102	3			
2162103	再次执行技能	0	0	0	0		27	2162103	3			
2171101	分摊伤害	0	0	0	0		42	2171101	3			
2172101	分摊伤害	0	0	0	0		42	2172101	3			
2181101	随机1张锦囊	0	0	0	0		6	2181101	3			
2182101	随机2张锦囊	0	0	0	0		6	2182101	3			
2191101	御策	1	1	1	0		9	2191101	3			
2191201	获得左侧魏势力攻击	0	1	1	1	1	3	2191201	3			
2191202	获得左侧魏势力体力	0	1	1	1	1	2	2191202	3			
2192101	御策	1	1	1	0		9	2192101	3			
2192201	获得两侧魏势力攻击	0	1	1	1	1	3	2192201	3			
2192202	获得两侧魏势力体力	0	1	1	1	1	2	2192202	3			
3011101	获得1张刀斧手	0	0	0	0		5	3011101	3			
3012101	获得2张刀斧手	0	0	0	0		5	3012101	3			
3021101	攻击+1	0	1	1	1	1	3	3021101	3			
3022101	攻击+2	0	1	1	1	1	3	3022101	3			
3031101	每有一张手牌攻击+3	0	1	1	1	1	3	3031101	3			
3031102	每有一张手牌体力+3	0	1	1	1	1	2	3031102	3			
3032101	每有一张手牌攻击+6	0	1	1	1	1	3	3032101	3			
3032102	每有一张手牌体力+6	0	1	1	1	1	2	3032102	3			
3041101	攻击+1	1	1	1	1	1	3	3041101	3			
3041102	体力+1	1	1	1	1	1	2	3041102	3			
3042101	攻击+2	1	1	1	1	1	3	3042101	3			
3042102	体力+2	1	1	1	1	1	2	3042102	3			
3051101	移除目标	0	0	0	0		21		3			
3051102	获得锦帆军	0	0	0	0		5	3051102	3			
3052101	移除目标	0	0	0	0		21		3			
3052102	获得锦帆军	0	0	0	0		5	3052102	3			
3061101	攻击+3	1	1	1	1	1	3	3061101	3			
3061102	体力+3	1	1	1	1	1	2	3061102	3			
3062101	攻击+6	1	1	1	1	1	3	3062101	3			
3062102	体力+6	1	1	1	1	1	2	3062102	3			
3071101	获得手牌中攻击最高武将的攻击	0	1	1	1	1	3	3071101	3			
3071102	获得手牌中攻击最高武将的体力	0	1	1	1	1	2	3071102	3			
3072101	获得手牌中攻击最高武将的2倍攻击	0	1	1	1	1	3	3072101	3			
3072102	获得手牌中攻击最高武将的2倍体力	0	1	1	1	1	2	3072102	3			
3081101	移除目标	0	0	0	0		21		3			
3081102	攻击+2	1	1	1	1	1	3	3081102	3			
3081103	体力+2	1	1	1	1	1	2	3081103	3			
3082101	移除目标	0	0	0	0		21		3			
3082102	攻击+2	1	1	1	1	1	3	3082102	3			
3082103	体力+2	1	1	1	1	1	2	3082103	3			
3091101	无法移除	1	1	1	0		43	3091101	3			
3091201	攻击+1	0	1	1	1	1	3	3091201	3			
3091202	体力+1	0	1	1	1	1	2	3091202	3			
3092101	无法移除	1	1	1	0		43	3092101	3			
3092201	攻击+2	0	1	1	1	1	3	3092201	3			
3092202	体力+2	0	1	1	1	1	2	3092202	3			
3101101	攻击+2	1	1	1	1	1	3	3101101	3			
3101102	体力+2	1	1	1	1	1	2	3101102	3			
3102101	攻击+4	1	1	1	1	1	3	3102101	3			
3102102	体力+4	1	1	1	1	1	2	3102102	3			
3111101	攻击+4	1	1	1	1	1	3	3111101	3			
3111102	体力+4	1	1	1	1	1	2	3111102	3			
3112101	攻击+8	1	1	1	1	1	3	3112101	3			
3112102	体力+8	1	1	1	1	1	2	3112102	3			
3121101	攻击+1	1	1	1	1	1	3	3121101	3			
3121102	体力+1	1	1	1	1	1	2	3121102	3			
3122101	攻击+2	1	1	1	1	1	3	3122101	3			
3122102	体力+2	1	1	1	1	1	2	3122102	3			
3131101	移除目标	0	0	0	0		21		3			
3131102	获得1张随机吴势力武将	0	0	0	0		5	3131102	3			
3132101	移除目标	0	0	0	0		21		3			
3132102	获得2张随机吴势力武将	0	0	0	0		5	3132102	3			
3141101	御策	1	1	1	1	1	9	3141101	3			
3141201	造成等于手牌中攻击最高的武将攻击力的伤害	0	0	0	0		26	3141201	3			
3142101	御策	1	1	1	1	1	9	3142101	3			
3142201	造成等于手牌中攻击最高的武将攻击力的伤害	0	0	0	0		26	3142201	3			
3151101	获得1张解烦卫	0	0	0	0		5	3141101	3			
3152101	获得2张解烦卫	0	0	0	0		5	3152101	3			
3161101	无法攻击	0	1	1	0		32	3161101	3			
3162101	无法攻击	0	1	1	0		32	3162101	3			
3171101	获得手牌中全体武将攻击	0	1	1	1	1	3	3171101	3			
3171102	获得手牌中全体武将体力	0	1	1	1	1	2	3171102	3			
3172101	获得手牌中全体武将攻击	0	1	1	1	1	3	3172101	3			
3172102	获得手牌中全体武将体力	0	1	1	1	1	2	3172102	3			
3181101	移除目标	0	0	0	0		21		3			
3181102	攻击+6	1	1	1	1	1	3	3181102	3			
3181103	体力+6	1	1	1	1	1	2	3181103	3			
3182101	移除目标	0	0	0	0		21		3			
3182102	攻击+6	1	1	1	1	1	3	3182102	3			
3182103	体力+6	1	1	1	1	1	2	3182103	3			
3119101	咆哮	1	1	1	1	1	11	3119110	3			
3191201	先对随机敌方造成等于本武将攻击力的伤害	0	0	0	0		26	3191201	3			
3192101	咆哮	1	1	1	1	1	11	3192101	3			
3192201	先对随机敌方造成等于本武将攻击力2倍的伤害	0	0	0	0		26	3192201	3			
3211101	攻击时免疫伤害	0	1	1	0		30	3211101	3			
3211201	攻击时免疫伤害（移除）	0	1	1	0		30	3211201	3			
3212101	攻击时免疫伤害	0	1	1	0		30	3212101	3			
3212201	攻击时免疫伤害（移除）	0	1	1	0		30	3212201	3			
3221101	御策	1	1	1	1	1	9	3221101	3			
3221201	挑衅	1	1	1	0		16	3221201	3			
3222101	御策	1	1	1	1	1	9	3222101	3			
3222201	挑衅	1	1	1	0		16	3222201	3			
4011101	召唤一个黄巾兵	0	0	0	0		1	4011101	3			
4012101	召唤一个金色黄巾兵	0	0	0	0		1	4012101	3			
4021101	攻击+1	1	1	1	1	1	3	4021101	3			
4021102	体力+1	1	1	1	1	1	2	4021102	3			
4022101	攻击+2	1	1	1	1	1	3	4022101	3			
4022102	体力+2	1	1	1	1	1	2	4022102	3			
4031101	攻击+1	1	1	1	1	1	3	4031101	3			
4032101	攻击+2	1	1	1	1	1	3	4032101	3			
4031102	召唤一个黄巾兵	0	0	0	0		1	4031102	3			
4032102	召唤一个金色黄巾兵	0	0	0	0		1	4032102	3			
4041101	攻击+1	1	1	1	1	1	3	4041101	3			
4041102	体力+1	1	1	1	1	1	2	4041102	3			
4042101	攻击+2	1	1	1	1	1	3	4042101	3			
4042102	体力+2	1	1	1	1	1	2	4042102	3			
4051101	攻击+1	0	1	1	1	1	3	4051101	3			
4051102	体力+2	0	1	1	1	1	2	4051102	3			
4052101	攻击+2	0	1	1	1	1	3	4052101	3			
4052102	体力+4	0	1	1	1	1	2	4052102	3			
4061101	挑衅	0	1	1	0		16	4061101	3			
4061102	攻击+2	0	1	1	1	1	3	4061102	3			
4061103	体力+2	0	1	1	1	1	2	4061103	3			
4062101	挑衅	0	1	1	0		16	4062101	3			
4062102	攻击+4	0	1	1	1	1	3	4062102	3			
4062103	体力+4	0	1	1	1	1	2	4062103	3			
4071101	攻击+2	1	1	1	1	1	3	4071101	3			
4071102	体力+2	1	1	1	1	1	2	4071102	3			
4072101	攻击+4	1	1	1	1	1	3	4072101	3			
4072102	体力+4	1	1	1	1	1	2	4072102	3			
4081101	造成4点伤害	0	0	0	0		26	4081101	3			
4082101	造成4点伤害	0	0	0	0		26	4082101	3			
4091101	触发遗计一次	0	0	0	0		27	4091101	3			
4092101	触发遗计两次	0	0	0	0		27	4092101	3			
4101101	攻击+2	1	1	1	1	1	3	4101101	3			
4101102	体力+2	1	1	1	1	1	2	4101102	3			
4102101	攻击+4	1	1	1	1	1	3	4102101	3			
4102102	体力+4	1	1	1	1	1	2	4102102	3			
4111101	获得技能41112	0	1	1	1	1	8	4111101	3			
4111201	召唤一个黄巾兵	0	0	0	0		1	4111201	3			
4112101	获得技能41122	0	1	1	1	1	8	4112101	3			
4112201	召唤一个金色黄巾兵	0	0	0	0		1	4112201	3			
4121101	造成等于自身攻击力的伤害	0	0	0	0		26	4121101	3			
4122101	造成等于自身攻击力的伤害	0	0	0	0		26	4122101	3			
4131101	挑衅	1	1	1	0		16	4131101	3			
4131201	攻击+3	1	1	1	1	1	3	4131201	3			
4131202	攻击+1	1	1	1	1	1	2	4131202	3			
4132101	挑衅	1	1	1	0		16	4132101	3			
4132201	攻击+6	1	1	1	1	1	3	4132201	3			
4132202	攻击+2	1	1	1	1	1	2	4132202	3			
4141101	攻击+3	1	1	1	1	1	3	4141101	3			
4141102	攻击+2	1	1	1	1	1	2	4141102	3			
