ChessID	ChessName	ChessType	MinionType	Gender	ChessRank	DefaultATK	DefaultDEF	ChessSkill	DefaultSkin	ChessSkillDesc	IsShop	RelateUpgradeChessID	SeasonID	IsAvailable	IsInRandomPool	UpgradDialogSoundEffect	ChessStrategy	IsWildCard	ChessSkillSecondDesc	ChessSpecialType	IsSpecialExclusiveChess	ChessScore	ChessRookieType	ChessTag	BroadcastDialog	GodChessType
20303161	大乔	2	3	2	5	2	6	[331611]	daqiao	战斗开始时，使攻击最高的敌方获得无法攻击	1	20303162	3	1	1	['daqiao']						25	[1]			
20303162	大乔	1	3	2	5	4	12	[331621]	daqiao	战斗开始时，使攻击最高的敌方获得无法攻击	0		3	1	0	['daqiao']						25	[1]			
20303171	葛玄	2	3	1	6	6	6	[331711]	gexuan	当先：使1个吴势力友方获得：招募结束时，永久获得+3/+3	1	20303172	3	1	1	['gexuan']						10	[1]			
20303172	葛玄	1	3	1	6	12	12	[331721]	gexuan	当先：使1个吴势力友方获得：招募结束时，永久获得+6/+6	0		3	1	0	['gexuan']						10	[1]			
20303181	祖茂	2	3	1	6	8	8	[331811]	zumao	招募结束时，随机移除手牌中1个武将，使全体吴势力友方永久获得+6/+6	1	20303182	3	1	1	['zumao']						30				
20303182	祖茂	1	3	1	6	16	16	[331821]	zumao	招募结束时，随机移除手牌中1个武将，使全体吴势力友方永久获得+6/+6，执行2次	0		3	1	0	['zumao']						30				
20303191	太史慈	2	3	1	6	9	9	[331911, 331912]	taishici	咆哮。攻击时，先对随机敌方造成等于自身攻击的伤害	1	20303192	3	1	1	['taishici']						30	[1]			
20303192	太史慈	1	3	1	6	18	18	[331921, 331922]	taishici	咆哮。攻击时，先对随机敌方造成等于自身攻击的伤害2次	0		3	1	0	['taishici']						30	[1]			
20303201	刀斧手	2	3	1	1	1	1		daofushou		0	20303202	3	1	0							5				
20303202	刀斧手	1	3	1	1	2	2		daofushou		0		3	1	0							5				
20303211	解烦卫	2	3	1	1	3	3	[332111, 332112]	jiefanwei	挑衅。御策	0	20303212	3	1	0							5				
20303212	解烦卫	1	3	1	1	6	6	[332121, 332122]	jiefanwei	挑衅。御策	0		3	1	0							5				
20304011	邓茂	2	5	1	1	2	1	[340111]	dengmao	遗计：上阵1个黄巾兵	1	20304012	3	1	1							5				
20304012	邓茂	1	5	1	1	4	2	[340121]	dengmao	遗计：上阵1个金色黄巾兵	0		3	1	0							5				
20304021	陶升	2	5	1	1	2	3	[340211]	taosheng	上阵黄巾势力友方后，使其获得+1/+1	1	20304022	3	1	1							5				
20304022	陶升	1	5	1	1	4	6	[340221]	taosheng	上阵黄巾势力友方后，使其获得+2/+2	0		3	1	0							5				
20304031	眭固	2	5	1	2	3	2	[340311]	suigu	上阵其他黄巾势力友方后，永久获得+1/+1	1	20304032	3	1	1							10				
20304032	眭固	1	5	1	2	6	4	[340321]	suigu	上阵其他黄巾势力友方后，永久获得+2/+2	0		3	1	0							10				
20304041	严政	2	5	1	2	2	2	[340411]	yanzheng	遗计：使你的黄巾兵永久获得攻击+1，并上阵1个黄巾兵	1	20304042	3	1	1							10				
20304042	严政	1	5	1	2	4	4	[340421]	yanzheng	遗计：使你的黄巾兵永久获得攻击+2，并上阵1个金色黄巾兵	0		3	1	0							10				
20304051	程远志	2	5	1	2	2	2	[340511]	chengyuanzhi	友方阵亡时，获得+1/+2	1	20304052	3	1	1							10				
20304052	程远志	1	5	1	2	4	4	[340521]	chengyuanzhi	友方阵亡时，获得+2/+4	0		3	1	0							10				
20304061	波才	2	5	1	3	2	4	[340611]	bocai	战斗中上阵友方后，使其获得+2/+2和挑衅	1	20304062	3	1	1							15				
20304062	波才	1	5	1	3	4	8	[340621]	bocai	战斗中上阵友方后，使其获得+4/+4和挑衅	0		3	1	0							15				
20304071	白绕	2	5	1	3	3	3	[340711]	bairao	当先：使你的黄巾兵获得+2/+2	1	20304072	3	1	1							15				
20304072	白绕	1	5	1	3	6	6	[340721]	bairao	当先：使你的黄巾兵获得+4/+4	0		3	1	0							15				
20304081	张梁	2	5	1	3	1	3	[340811]	zhangliang	黄巾友方阵亡时，对随机敌方造成4点伤害	1	20304082	3	1	1	['zhangliang']						15				
20304082	张梁	1	5	1	3	2	6	[340821]	zhangliang	黄巾友方阵亡时，对随机敌方造成4点伤害2次	0		3	1	0	['zhangliang']						15				
20304091	何曼	2	5	1	3	4	2	[340911]	heman	攻击时，先触发右侧友方的遗计效果1次	1	20304092	3	1	1							15				
20304092	何曼	1	5	1	3	8	4	[340921]	heman	攻击时，先触发右侧友方的遗计效果2次	0		3	1	0							15				
20304101	刘辟	2	5	1	4	5	5	[341011]	liupi	招募结束时，使你的黄巾兵获得+2/+2	1	20304102	3	1	1	['liupi']						20				
20304102	刘辟	1	5	1	4	10	10	[341021]	liupi	招募结束时，使你的黄巾兵获得+4/+4	0		3	1	0	['liupi']						20				
20304111	裴元绍	2	5	1	4	4	4	[341111]	peiyuanshao	战斗开始时，使相邻友方获得遗计：上阵1个黄巾兵	1	20304112	3	1	1	['peiyuanshao']						20				
20304112	裴元绍	1	5	1	4	8	8	[341121]	peiyuanshao	战斗开始时，使相邻友方获得遗计：上阵1个金色黄巾兵	0		3	1	0	['peiyuanshao']						20				
20304121	张闿	2	5	1	4	4	2	[341211]	zhangkai	遗计：对随机敌方造成等于自身攻击力的伤害	1	20304122	3	1	1							20				
20304122	张闿	1	5	1	4	8	4	[341221]	zhangkai	遗计：对随机敌方造成等于自身攻击力的伤害2次	0		3	1	0							20				
20304131	张燕	2	5	1	4	4	2	[341311, 341312]	zhangyan	挑衅。遗计：使全体黄巾势力友方永久获得+3/+1	1	20304132	3	1	1							20				
20304132	张燕	1	5	1	4	8	4	[341321, 341322]	zhangyan	挑衅。遗计：使全体黄巾势力友方永久获得+6/+2	0		3	1	0							20				
20304141	卜巳	2	5	1	5	4	4	[341411]	busi	遗计：使你的黄巾兵永久获得+3/+2	1	20304142	3	1	1							25				
20304142	卜巳	1	5	1	5	8	8	[341421]	busi	遗计：使你的黄巾兵永久获得+6/+4	0		3	1	0							25				
20304151	张曼成	2	5	1	5	6	8	[341511]	zhangmancheng	黄巾友方获得体力时，使其永久获得攻击+3	1	20304152	3	1	1	['zhangmancheng']						25				
20304152	张曼成	1	5	1	5	12	16	[341521]	zhangmancheng	黄巾友方获得体力时，使其永久获得攻击+6	0		3	1	0	['zhangmancheng']						25				
20304161	于毒	2	5	1	5	2	5	[341611]	yudu	友方攻击时，先触发其遗计效果1次	1	20304162	3	1	1							25				
20304162	于毒	1	5	1	5	4	10	[341621]	yudu	友方攻击时，先触发其遗计效果2次	0		3	1	0							25				
20304171	张宝	2	5	1	6	6	6	[341711]	zhangbao	遗计：使随机其他友方获得遗计：上阵2个具有挑衅的黄巾兵	1	20304172	3	1	1	['zhangbao']						30				
20304172	张宝	1	5	1	6	12	12	[341721]	zhangbao	遗计：使随机其他友方获得遗计：上阵2个具有挑衅的金色黄巾兵	0		3	1	0	['zhangbao']						30				
20304181	张楚	2	5	2	6	8	8	[341811]	zhangchu_02	战斗开始时，获得相邻友方的遗计	1	20304182	3	1	1	['zhangchu']						30				
20304182	张楚	1	5	2	6	16	16	[341821]	zhangchu_02	战斗开始时，获得相邻友方的遗计2次	0		3	1	0	['zhangchu']						30				
20304191	张宁	2	5	2	6	2	8	[341911]	zhangning	其他友方触发遗计效果时，对随机敌方造成等于自身攻击力的伤害	1	20304192	3	1	1	['zhangning']						30				
20304192	张宁	1	5	2	6	4	16	[341921]	zhangning	其他友方触发遗计效果时，对随机2个敌方造成等于自身攻击力的伤害	0		3	1	0	['zhangning']						30				
20304201	黄巾兵	2	5	1	1	1	1		huangjinbing		0	20304202	3	1	0							5				
20304202	黄巾兵	1	5	1	1	2	2		huangjinbing		0		3	1	0							5				
20304211	黄巾兵	2	5	1	1	1	1	[342111]	huangjinbing	挑衅	0	20304212	3	1	0							5				
20304212	黄巾兵	1	5	1	1	2	2	[342121]	huangjinbing	挑衅	0		3	1	0							5				
20305011	卢植	2	6	1	1	3	1	[350111]	luzhi	破军：对随机敌方造成2点伤害	1	20305012	3	1	1	['luzhi']						5				
20305012	卢植	1	6	1	1	6	2	[350121]	luzhi	破军：对随机敌方造成2点伤害2次	0		3	1	0	['luzhi']						5				
20305021	唐姬	2	6	2	1	2	2	[350211]	tangji	御策	1	20305022	3	1	1	['tangji']						5				
20305022	唐姬	1	6	2	1	4	4	[350221]	tangji	御策	0		3	1	0	['tangji']						5				
20305031	刘虞	2	6	1	2	2	2	[350311]	liuyu	招募结束时，使全体友方永久获得攻击+1	1	20305032	3	1	1	['liuyu']						10				
20305032	刘虞	1	6	1	2	4	4	[350321]	liuyu	招募结束时，使全体友方永久获得攻击+2	0		3	1	0	['liuyu']						10				
20305041	穆顺	2	6	3	2	4	2	[350411]	mushun	破军：使随机友方获得御策	1	20305042	3	1	1	['mushun']						10				
20305042	穆顺	1	6	3	2	8	4	[350421]	mushun	破军：使随机2个友方获得御策	0		3	1	0	['mushun']						10				
20305051	伏完	2	6	1	2	3	3	[350511]	fuwan	遣散后，额外获得2枚虎符	1	20305052	3	1	1	['fuwan']						5				
20305052	伏完	1	6	1	2	6	6	[350521]	fuwan	遣散后，额外获得4枚虎符	0		3	1	0	['fuwan']						5				
20305061	吉平	2	6	1	3	4	3	[350611, 350612]	jiping	御策。破军：获得1枚虎符	1	20305062	3	1	1	['jiping']						15				
20305062	吉平	1	6	1	3	8	6	[350621, 350622]	jiping	御策。破军：获得2枚虎符	0		3	1	0	['jiping']						15				
20305071	刘繇	2	6	1	3	3	3	[350711]	liuyao	战斗开始时，使全体汉势力友方获得：破军：永久获得+2/+1	1	20305072	3	1	1	['liuyao']						15				
20305072	刘繇	1	6	1	3	6	6	[350721]	liuyao	战斗开始时，使全体汉势力友方获得：破军：永久获得+4/+2	0		3	1	0	['liuyao']						15				
20305081	王荣	2	6	2	3	3	2	[350811, 350812]	wangrong	当先，遗计：获得1枚虎符	1	20305082	3	1	1	['wangrong']						15				
20305082	王荣	1	6	2	3	6	4	[350821, 350822]	wangrong	当先，遗计：获得2枚虎符	0		3	1	0	['wangrong']						15				
20305091	杨彪	2	6	1	3	4	3	[350911]	yangbiao	当先：使其他汉势力友方获得+2/+1	1	20305092	3	1	1	['yangbiao']						5				
20305092	杨彪	1	6	1	3	8	6	[350921]	yangbiao	当先：使其他汉势力友方获得+4/+2	0		3	1	0	['yangbiao']						5				
20305101	王允	2	6	1	4	5	4	[351011, 351012]	wangyun	御策。破军：获得1张随机锦囊	1	20305102	3	1	1	['wangyun']						20				
20305102	王允	1	6	1	4	10	8	[351021, 351022]	wangyun	御策。破军：获得2张随机锦囊	0		3	1	0	['wangyun']						20				
20305111	何进	2	6	1	4	4	6	[351111]	hejin	战斗开始时，触发全体友方的破军效果	1	20305112	3	1	1	['hejin']						20				
20305112	何进	1	6	1	4	8	12	[351121]	hejin	战斗开始时，触发全体友方的破军效果2次	0		3	1	0	['hejin']						20				
20305121	赵忠	2	6	3	4	5	5	[351211]	zhaozhong	招募阶段获得虎符后，获得+1/+1	1	20305122	3	1	1	['zhaozhong']						20				
20305122	赵忠	1	6	3	4	10	10	[351221]	zhaozhong	招募阶段获得虎符后，获得+2/+2	0		3	1	0	['zhaozhong']						20				
20305131	朱儁	2	6	1	4	2	8	[351311, 351312]	zhujun	咆哮。攻击时，使全体汉势力友方获得+2/+2	1	20305132	3	1	1	['zhujun']						20				
20305132	朱儁	1	6	1	4	4	16	[351321, 351322]	zhujun	咆哮。攻击时，使全体汉势力友方获得+4/+4	0		3	1	0	['zhujun']						20				
20305141	万年公主	2	6	2	5	3	7	[351411]	wanniangongzhu	友方触发破军效果后，使随机4个友方永久获得+2/+1	1	20305142	3	1	1	['wanniangongzhu']						25				
20305142	万年公主	1	6	2	5	6	14	[351421]	wanniangongzhu	友方触发破军效果后，使随机4个友方永久获得+4/+2	0		3	1	0	['wanniangongzhu']						25				
20305151	皇甫嵩	2	6	1	5	7	7	[351511, 351512, 351513]	huangfusong	咆哮。御策。破军：永久获得+3/+3	1	20305152	3	1	1	['huangfusong']						25				
20305152	皇甫嵩	1	6	1	5	14	14	[351521, 351522, 351523]	huangfusong	咆哮。御策。破军：永久获得+6/+6	0		3	1	0	['huangfusong']						25				
20305161	张让	2	6	3	5	6	6	[351611]	zhangrang	你招募汉势力武将后，获得1枚虎符	1	20305162	3	1	1	['zhangrang']						25				
20305162	张让	1	6	3	5	12	12	[351621]	zhangrang	你招募汉势力武将后，获得2枚虎符	0		3	1	0	['zhangrang']						25				
20305171	董承	2	6	1	6	8	8	[351711]	dongcheng	本局游戏每触发过1次破军效果，拥有+1/+1	1	20305172	3	1	1	['dongcheng']			（已触发次数：<font style='color:#de7904;'>{1}</font>）			30				
20305172	董承	1	6	1	6	16	16	[351721]	dongcheng	本局游戏每触发过1次破军效果，拥有+2/+2	0		3	1	0	['dongcheng']			（已触发次数：<font style='color:#de7904;'>{1}</font>）			30				
20305181	何太后	2	6	2	6	4	12	[351811, 351812]	hetaihou	鸩毒。破军：获得御策	1	20305182	3	1	1	['hetaihou']						30				
20305182	何太后	1	6	2	6	8	24	[351821, 351822]	hetaihou	鸩毒。破军：获得御策	0		3	1	0	['hetaihou']						30				
20305191	曹节	2	6	2	6	4	10	[351911]	caojie	招募武将后，使随机2个汉势力友方获得+2/+2	1	20305192	3	1	1	['caojie']						30				
20305192	曹节	1	6	2	6	8	20	[351921]	caojie	招募武将后，使随机2个汉势力友方获得+4/+4	0		3	1	0	['caojie']						30				
20306011	华雄	2	7	1	1	1	3	[360111]	huaxiong	你使用西凉武将后，对主公造成1点伤害并获得+1/+1	1	20306012	3	1	1	['huaxiong']						5				
20306012	华雄	1	7	1	1	2	6	[360121]	huaxiong	你使用西凉武将后，对主公造成1点伤害并获得+2/+2	0		3	1	0	['huaxiong']						5				
20306021	马云騄	2	7	2	1	2	3	[360211, 360212]	mayunlu	马术：攻击造成双倍伤害	1	20306022	3	1	1	['mayunlu']						5				
20306022	马云騄	1	7	2	1	4	6	[360221, 360222]	mayunlu	马术：攻击造成3倍伤害	0		3	1	0	['mayunlu']						5				
20306031	董白	2	7	2	2	3	1	[360311]	dongbai	主公受到伤害时，使伤害减少1点并使自身获得体力+1	1	20306032	3	1	1	['dongbai']						10				
20306032	董白	1	7	2	2	6	2	[360321]	dongbai	主公受到伤害时，使伤害减少2点并使自身获得体力+2	0		3	1	0	['dongbai']						10				
20306041	马休	2	7	1	2	3	3	[360413]	maxiu	战斗开始时，使自身和相邻友方获得马术：永久获得+1/+1	1	20306042	3	1	1							10				
20306042	马休	1	7	1	2	6	6	[360423]	maxiu	战斗开始时，使自身和相邻友方获得马术：永久获得+2/+2	0		3	1	0							10				
20306051	张横	2	7	1	2	3	3	[360511]	zhangheng	当先：对主公造成2点伤害并随机获得1张西凉武将	1	20306052	3	1	1	['zhangheng']						5				
20306052	张横	1	7	1	2	6	6	[360521]	zhangheng	当先：对主公造成2点伤害并随机获得2张西凉武将	0		3	1	0	['zhangheng']						5				
20306061	韩遂	2	7	1	3	4	5	[360611]	hansui	友方触发马术效果时，使其永久获得+3/+2	1	20306062	3	1	1	['hansui']						15				
20306062	韩遂	1	7	1	3	8	10	[360621]	hansui	友方触发马术效果时，使其永久获得+6/+4	0		3	1	0	['hansui']						15				
20306071	李儒	2	7	1	3	2	4	[360711, 360712]	liru	鸩毒。招募结束时，对主公造成1点伤害	1	20306072	3	1	1	['liru']						15				
20306072	李儒	1	7	1	3	4	8	[360721, 360722]	liru	鸩毒。招募结束时，对主公造成1点伤害2次	0		3	1	0	['liru']						15				
20306081	牛辅	2	7	1	3	3	3	[360811]	niufu	自身被招募时，对主公造成3点伤害并获得4枚虎符	1	20306082	3	1	1	['niufu']						15				
20306082	牛辅	1	7	1	3	6	6	[360821]	niufu	自身被招募时，对主公造成3点伤害并获得8枚虎符	0		3	1	0	['niufu']						15				
20306091	马伶俐	2	7	2	3	4	4	[360911]	malingli	非同名马术友方攻击后，自身永久获得+2/+2并立刻发起攻击	1	20306092	3	1	1	['malingli']						15				
20306092	马伶俐	1	7	2	3	8	8	[360921]	malingli	非同名马术友方攻击后，自身永久获得+4/+4并立刻发起攻击	0		3	1	0	['malingli']						15				
20306101	庞德	2	7	1	4	7	5	[361011, 361012]	pangde	马术：本次攻击受到的伤害减半	1	20306102	3	1	1	['pangde']						20				
20306102	庞德	1	7	1	4	14	10	[361021, 361022]	pangde	马术：本次攻击受到的伤害减半	0		3	1	0	['pangde']						20				
20306111	董翓	2	7	2	4	4	4	[361111]	dongxie	主公受到伤害时，使自身和两侧友方获得+1/+1	1	20306112	3	1	1	['dongxie']						20				
20306112	董翓	1	7	2	4	8	8	[361121]	dongxie	主公受到伤害时，使自身和两侧友方获得+2/+2	0		3	1	0	['dongxie']						20				
20306121	李傕	2	7	1	4	4	6	[361211]	lijue	使用此牌时，对主公造成1点伤害并随机获得1张本回合使用过的锦囊	1	20306122	3	0	0	['lijue']						20				
20306122	李傕	1	7	1	4	8	12	[361221]	lijue	使用此牌时，对主公造成1点伤害并随机获得2张本回合使用过的锦囊	0		3	0	0	['lijue']						20				
20306131	马铁	2	7	1	4	3	7	[361311]	matie	西凉友方攻击时，本场战斗友方每发起过一次攻击使其永久获得+2/+2	1	20306132	3	1	1							20				
20306132	马铁	1	7	1	4	6	14	[361321]	matie	西凉友方攻击时，本场战斗友方每发起过一次攻击使其永久获得+4/+4	0		3	1	0							20				
20306141	马岱	2	7	1	5	5	7	[361411, 361412]	madai	友方触发马术效果时，刷新其马术并使全体西凉友方永久获得+2/+1	1	20306142	3	1	1	['madai']						25				
20306142	马岱	1	7	1	5	10	14	[361421, 361422]	madai	友方触发马术效果时，刷新其马术并使全体西凉友方永久获得+4/+2	0		3	1	0	['madai']						25				
20306151	李肃	2	7	1	5	4	5	[361511, 361512]	lisu	主公受到伤害时，防止此伤害。主公每受到4次伤害，随机获得1张锦囊	1	20306152	3	1	1	['lisu']						25				
20306152	李肃	1	7	1	5	8	10	[361521, 361522]	lisu	主公受到伤害时，防止此伤害。主公每受到4次伤害，随机获得2张锦囊	0		3	1	0	['lisu']						25				
20306161	马超	2	7	1	5	7	7	[361611, 361612, 361613, 361614]	machao	攻击时免疫伤害。马术：使目标的基础技能在本场战斗失效	1	20306162	3	1	1	['machao']						25				
20306162	马超	1	7	1	5	14	14	[361621, 361622, 361623, 361624]	machao	攻击时免疫伤害。马术：使目标的基础技能在本场战斗失效	0		3	1	0	['machao']						25				
20306171	樊稠	2	7	1	6	6	6	[361711]	fanchou	主公每受到6次伤害，使全体友方获得+6/+6	1	20306172	3	1	1	['fanchou']						30				
20306172	樊稠	1	7	1	6	12	12	[361721]	fanchou	主公每受到6次伤害，使全体友方获得+12/+12	0		3	1	0	['fanchou']						30				
20306181	马腾	2	7	1	6	9	9	[361811, 361812, 361813]	mateng	开战前，使全体西凉友方本场战斗共享马术效果。马术：永久获得+3/+2	1	20306182	3	1	1	['mateng']						30				
20306182	马腾	1	7	1	6	18	18	[361821, 361822, 361813]	mateng	开战前，使全体西凉友方本场战斗共享马术效果。马术：永久获得+6/+4	0		3	1	0	['mateng']						30				
20306191	徐荣	2	7	1	6	9	9	[361911]	xurong	主公每受到2次伤害，自身造成的伤害永久+1	1	20306192	3	1	1	['xurong']						30				
20306192	徐荣	1	7	1	6	18	18	[361921]	xurong	主公每受到2次伤害，自身造成的伤害永久+2	0		3	1	0	['xurong']						30				
20306201	段煨	2	7	1	4	4	4	[461211]	duanwei	当先：对主公造成1点伤害，使全体西凉友方获得+2/+2	1	20306202	3	1	1	['duanwei']						20				
20306202	段煨	1	7	1	4	8	8	[461221]	duanwei	当先：对主公造成1点伤害，使全体西凉友方获得+2/+2，执行2次	0		3	1	0	['duanwei']						25				
20307011	陶谦	2	4	1	2	2	2	[370111]	taoqian	当先：使1个友方获得挑衅与+1/+1	1	20307012	3	1	1	['taoqian']						5				
20307012	陶谦	1	4	1	2	4	4	[370121]	taoqian	当先：使1个友方获得挑衅与+2/+2	0		3	1	0	['taoqian']						5				
20307021	许贡	2	4	1	2	3	1	[370211]	xugong	遗计：上阵3个刺客	1	20307022	3	1	1	['xugong']						10	[1]			
20307022	许贡	1	4	1	2	6	2	[370221]	xugong	遗计：上阵3个金色刺客	0		3	1	0	['xugong']						10	[1]			
20307031	邹氏	2	4	2	2	2	2	[370311]	zoushi	招募结束时，使升级营帐消耗的虎符数-1	1	20307032	3	1	1	['zoushi']						10	[1]			
20307032	邹氏	1	4	2	2	4	4	[370321]	zoushi	招募结束时，使升级营帐消耗的虎符数-2	0		3	1	0	['zoushi']						10	[1]			
20307041	蔡邕	2	4	1	3	4	4	[370411]	caiyong	遣散后，挑选1张锦囊	1	20307042	3	1	1	['caiyong']						15	[1]			
20307042	蔡邕	1	4	1	3	8	8	[370421]	caiyong	遣散后，挑选1张锦囊2次	0		3	1	0	['caiyong']						15	[1]			
20307051	陈登	2	4	1	3	3	2	[370511, 370512]	chendeng	挑衅。遗计：使随机1个友方获得御策	1	20307052	3	1	1	['chendeng']						15	[1]			
20307052	陈登	1	4	1	3	6	4	[370521, 370522]	chendeng	挑衅。遗计：使随机2个友方获得御策	0		3	1	0	['chendeng']						15	[1]			
20307061	胡车儿	2	4	1	3	3	3	[370611]	hucheer	战斗开始时，使攻击最高的敌方获得攻击-8	1	20307062	3	1	1	['hucheer']						15	[1]			
20307062	胡车儿	1	4	1	3	6	6	[370621]	hucheer	战斗开始时，使攻击最高的敌方获得攻击-16	0		3	1	0	['hucheer']						15	[1]			
20307071	邢道荣	2	4	1	3	3	5	[370711, 370712]	xingdaorong	挑衅。受到伤害时，使全体友方获得攻击+1	1	20307072	3	1	1	['xingdaorong']						15	[1]			
20307072	邢道荣	1	4	1	3	6	10	[370721, 370722]	xingdaorong	挑衅。受到伤害时，使全体友方获得攻击+2	0		3	1	0	['xingdaorong']						15	[1]			
20307081	潘凤	2	4	1	4	3	5	[370811, 370812]	panfeng	挑衅。当先：使具有挑衅的友方获得+2/+3	1	20307082	3	1	1	['panfeng']						20	[1]			
20307082	潘凤	1	4	1	4	6	10	[370821, 370822]	panfeng	挑衅。当先：使具有挑衅的友方获得+4/+6	0		3	1	0	['panfeng']						20	[1]			
20307091	士燮	2	4	1	4	2	2	[370911]	shixie	当先：使相邻友方获得挑衅与+2/+2	1	20307092	3	1	1	['shixie']						5				
20307092	士燮	1	4	1	4	4	4	[370921]	shixie	当先：使相邻友方获得挑衅与+4/+4	0		3	1	0	['shixie']						5				
20307101	司马徽	2	4	1	4	6	6	[371011]	simahui	当先：将1个友方变化为等级+1的武将	1	20307102	3	1	1	['simahui']						5				
20307102	司马徽	1	4	1	4	12	12	[371021]	simahui	当先：将1个友方变化为等级+2的武将	0		3	1	0	['simahui']						5				
20307111	吴普	2	4	1	4	2	3	[371111]	wupu	战斗开始时，使全体友方获得+3/+3	1	20307112	3	1	1	['wupu']						20	[1]			
20307112	吴普	1	4	1	4	4	6	[371121]	wupu	战斗开始时，使全体友方获得+6/+6	0		3	1	0	['wupu']						20	[1]			
20307121	蔡文姬	2	4	2	5	2	5	[371211]	caiwenji	遗计：使击败你的武将属性变为1/1	1	20307122	3	1	1	['caiwenji']						25	[1]			
20307122	蔡文姬	1	4	2	5	4	10	[371221]	caiwenji	遗计：使击败你的武将属性变为1/1	0		3	1	0	['caiwenji']						25	[1]			
20307131	陈珪	2	4	1	5	3	5	[371311]	chengui	敌方攻击时，使其获得-3/-3，使右侧友方获得+3/+3	1	20307132	3	1	1	['chengui']						25	[1]			
20307132	陈珪	1	4	1	5	6	10	[371321]	chengui	敌方攻击时，使其获得-6/-6，使右侧友方获得+6/+6	0		3	1	0	['chengui']						25	[1]			
20307141	韩馥	2	4	1	5	6	6	[371411, 371412]	hanfu	挑衅。招募结束时，使具有挑衅的友方永久获得+3/+3	1	20307142	3	1	1	['hanfu']						25	[1]			
20307142	韩馥	1	4	1	5	12	12	[371421, 371422]	hanfu	挑衅。招募结束时，使具有挑衅的友方永久获得+6/+6	0		3	1	0	['hanfu']						25	[1]			
20307151	华佗	2	4	1	5	2	6	[371511]	huatuo_02	当先：使1个友方获得体力+12	1	20307152	3	1	1	['huatuo']						5				
20307152	华佗	1	4	1	5	4	12	[371521]	huatuo_02	当先：使1个友方获得体力+24	0		3	1	0	['huatuo']						5				
20307161	刘表	2	4	1	5	2	5	[371611]	liubiao	友方的招募结束效果额外触发1次	1	20307162	3	1	1	['liubiao']						25	[1]			
20307162	刘表	1	4	1	5	4	10	[371621]	liubiao	友方的招募结束效果额外触发2次	0		3	1	0	['liubiao']						25	[1]			
20307171	祢衡	2	4	1	5	3	4	[371711]	miheng	友方的当先效果额外触发1次	1	20307172	3	1	1	['miheng']						30				
20307172	祢衡	1	4	1	5	6	8	[371721]	miheng	友方的当先效果额外触发2次	0		3	1	0	['miheng']						30				
20307181	庞德公	2	4	1	5	2	5	[371811]	pangdegong	遣散后，触发全体友方的招募结束效果	1	20307182	3	1	1	['pangdegong']						25	[1]			
20307182	庞德公	1	4	1	5	4	10	[371821]	pangdegong	遣散后，触发全体友方的招募结束效果2次	0		3	1	0	['pangdegong']						25	[1]			
20307191	于吉	2	4	1	5	1	7	[371911]	yuji	友方的遗计效果额外触发1次	1	20307192	3	1	1	['yuji']						25				
20307192	于吉	1	4	1	5	2	14	[371921]	yuji	友方的遗计效果额外触发2次	0		3	1	0	['yuji']						25				
20307201	贾诩	2	4	1	6	8	8	[372011]	jiaxu	当先：挑选1张等级6的锦囊	1	20307202	3	1	1	['jiaxu']						5				
20307202	贾诩	1	4	1	6	16	16	[372021]	jiaxu	当先：挑选1张等级6的锦囊2次	0		3	1	0	['jiaxu']						5				
20307211	吕布	2	4	1	6	12	12	[372111, 372112, 372113]	lvbu	攻击时免疫伤害。攻击同时对目标两侧的武将造成伤害	1	20307212	3	1	1	['lvbu']						30	[1]			
20307212	吕布	1	4	1	6	24	24	[372121, 372122, 372123]	lvbu	攻击时免疫伤害。攻击同时对目标两侧的武将造成伤害	0		3	1	0	['lvbu']						30	[1]			
20307221	南华老仙	2	4	1	6	6	10	[372211]	nanhualaoxian	你使用锦囊后，使随机4个友方获得+2/+2	1	20307222	3	1	1	['nanhualaoxian']						30	[1]			
20307222	南华老仙	1	4	1	6	12	20	[372221]	nanhualaoxian	你使用锦囊后，使随机4个友方获得+4/+4	0		3	1	0	['nanhualaoxian']						30	[1]			
20307231	许劭	2	4	1	6	4	8	[372311]	xushao	遣散后，挑选1张等级6的武将	1	20307232	3	1	1	['xushao']						5	[1]			
20307232	许劭	1	4	1	6	8	16	[372321]	xushao	遣散后，挑选1张等级6的武将2次	0		3	1	0	['xushao']						5	[1]			
20307241	左慈	2	4	1	6	4	4		zuoci	可以替代任意武将进行三连	1	20307242	3	1	1	['zuoci']		1				5	[1]			
20307242	左慈	1	4	1	6	8	8	[372421]	zuoci	当先：将1个友方变为金色	0		3	1	0	['zuoci']						5	[1]			
20307251	刺客	2	4	1	1	1	1		cike		0	20307252	3	1	0	['cike']						5	[1]			
20307252	刺客	1	4	1	1	2	2		cike		0		3	1	0	['cike']						5	[1]			
20401011	吴兰	2	2	1	1	2	1	[310111]	wulan	当先：上阵1个雷铜	1	20401012	4	1	1	['wulan']						5				
20401012	吴兰	1	2	1	1	4	2	[310121]	wulan	当先：上阵2个雷铜	0		4	1	0	['wulan']						5				
20401021	张星彩	2	2	2	1	3	2	[310212]	zhangxingcai	攻击时，永久获得+1/+1	1	20401022	4	1	1	['zhangxingcai']						5	[1]			
20401022	张星彩	1	2	2	1	6	4	[310222]	zhangxingcai	攻击时，永久获得+2/+2	0		4	1	0	['zhangxingcai']						5	[1]			
