SkillID	SkillName	SkillDesc	IsScenarioSkill	IsRepeatedWork	SkillPriority	TriggerTyp	TriggerTimes	ActivateRatio	TargetTyp1	TargetPara1	SkillBuff1	AffiliatedSkill	ChessBuffTips	SkillTyp	ChessSkillKeyword	SkillShownName	ScenarioPara	IsHaloSkill	TriggerPara	RelatedSummonMinion	TargetTyp2	SkillBuff2	ActiveTips	TargetPara2	RelatedUpgradeSkillID	SkillOperatingServer	IsWorkInHand	IsGlobalSkill	SkillSpecialEffectType	EffectPlayPosition	TriggerTimesFunction	InheritUpgradSkill	IsTriggerDelete	IsMergeEffect	SkillTriggerCountLimit
24010143	南蛮入侵·贰	下场战斗开始时，使全体敌方获得攻击-2	1	1	3	5	1	100	7	41	[40193]	24210036	南蛮入侵·贰|攻击-2				1																		
24010144	白衣渡江·叁	杀绝：永久获得+1/+1		1	3	48	1	100	1		[40206, 40207]	24210050	白衣渡江·叁|+1/+1	[4]	[4]	白衣																			
24010145	闪电·叁	下场战斗开始时，对随机敌方造成9点伤害	1	1	3	5	1	100	7	42	[40208]	24210051					1																		
24010146	苦肉计·叁	战斗开始时，对自身造成1点伤害，永久获得+2/+2		1	3	5	1	100	1		[40209]	24210052	苦肉计·叁|+2/+2			苦肉					1	[40210, 40211]													
24010147	万箭齐发·肆	下场战斗开始时，对全体敌方造成4点伤害	1	1	3	5	1	100	7	43	[40218]	24210060					1																		
24010148	南蛮入侵·肆	下场战斗开始时，使全体敌方获得攻击-4	1	1	3	5	1	100	7	44	[40219]	24210061	南蛮入侵·肆|攻击-4				1																		
24010149	火攻·肆	战斗开始时，对随机敌方造成6点伤害		1	3	5	1	100	7	45	[40226]	24210066				火攻																			
24010150	决斗·肆	攻击时，先对目标造成4点伤害		1	3	8	1	100	2		[40227]	24210067				决斗			50																
24010151	以逸待劳·肆	招募结束时，获得+2/+2		1	3	3	1	100	1		[40228, 40229]	24210068	以逸待劳·肆|+2/+2	[15]		待劳																			
24010152	望梅止渴·肆	下场战斗开始时，使全体友方获得+4/+4	1	1	3	5	1	100	6	46	[40230, 40231]	24210069	望梅止渴·肆|+4/+4				1																		
24010153	万箭齐发·伍	下场战斗开始时，对全体敌方造成6点伤害	1	1	3	5	1	100	7	47	[40238]	24210080					1																		
24010154	南蛮入侵·伍	下场战斗开始时，使全体敌方获得攻击-6	1	1	3	5	1	100	7	48	[40239]	24210081	南蛮入侵·伍|攻击-6				1																		
24010155	火攻·伍	战斗开始时，对随机2个敌方造成6点伤害		1	3	5	1	100	7	49	[40246]	24210086				火攻																			
24010156	白衣渡江·伍	杀绝：永久获得+3/+3		1	3	48	1	100	1		[40247, 40248]	24210087	白衣渡江·伍|+3/+3	[4]	[4]	白衣																			
24010157	闪电·伍	下场战斗开始时，对随机敌方造成9点伤害3次	1	1	3	5	3	100	7	50	[40249]	24210088					1																		
24010158	苦肉计·伍	战斗开始时，对自身造成1点伤害，永久获得+4/+4		1	3	5	1	100	1		[40250]	24210089	苦肉计·伍|+4/+4			苦肉					1	[40251, 40252]													
24010159	决斗·伍	攻击时，先对目标造成8点伤害		1	3	8	1	100	2		[40253]	24210090				决斗			52																
24010160	以逸待劳·伍	招募结束时，获得+3/+3		1	3	3	1	100	1		[40254, 40255]	24210091	以逸待劳·伍|+3/+3	[15]		待劳																			
24010161	瞒天过海	招募结束时，获得+1/+1		1	3	3	1	100	1		[40256, 40257]	24210094	瞒天过海|+1/+1	[15]		瞒天																			
24010162	水淹七军	战斗开始时，对全体敌方造成3点伤害		1	3	5	1	100	7	51	[40258]	24210095				水淹																			
24010163	万箭齐发·陆	下场战斗开始时，对全体敌方造成10点伤害	1	1	3	5	1	100	7	52	[40259]	24210098					1																		
24010164	南蛮入侵·陆	下场战斗开始时，使全体敌方获得攻击-10	1	1	3	5	1	100	7	53	[40260]	24210099	南蛮入侵·陆|攻击-10				1																		
24010165	火攻·陆	战斗开始时，对随机3个敌方造成8点伤害		1	3	5	1	100	7	54	[40265]	24210103				火攻																			
24010166	决斗·陆	攻击时，先对目标造成12点伤害		1	3	8	1	100	2		[40266]	24210104				决斗			53																
24010167	以逸待劳·陆	招募结束时，获得+4/+4		1	3	3	1	100	1		[40267, 40268]	24210105	以逸待劳·陆|+4/+4	[15]		待劳																			
24010168	望梅止渴·陆	下场战斗开始时，使全体友方获得+4/+4和咆哮	1	1	3	5	1	100	6	55	[40269, 40270, 40271]	24210106	望梅止渴·陆|+4/+4，【咆哮】				1																		
24010169	鸩毒	遗计：使体力最高的敌方的体力变为1		1	3	45	1	100	9	4	[40303]	24210110	鸩毒|体力变为1	[2]	[2]	鸩毒			59																
300211	鸩毒	攻击时，使目标的体力变为1		1	3	8	1	100	2		[300212]	30021	鸩毒|体力变为1						3002111																
300311	火攻4	战斗开始时，对1个随机敌方造成8点伤害		1	3	5	1	100	7	3003112	[300312]	30031																							
300321	火攻5	战斗开始时，对2个随机敌方造成8点伤害		1	3	5	1	100	7	3003122	[300322]	30032																							
300331	火攻6	战斗开始时，对3个随机敌方造成8点伤害		1	3	5	1	100	7	3003132	[300332]	30033																							
10111	吴兰	当先：上阵1个雷铜		1	3	39	1	100	23		[1011101]			[3]	[3]	召唤				[20201201]															
10121	吴兰金	当先：上阵2个雷铜		1	3	39	1	100	23		[1012101]			[3]	[3]	召唤				[20201201]															
10211	张星彩	咆哮。		1	3	43	1	100	1		[1021101]				[9]																				
10221	张星彩金	咆哮。		1	3	43	1	100	1		[1022101]				[9]																				
10311	关羽	攻击时，使攻击力翻倍。		1	3	9	1	100	1		[1031101]					武圣			103111																
10321	关羽金	攻击时，使攻击力翻倍。		1	3	9	1	100	1		[1032101]					武圣			103211																
10411	糜竺	当先：使一个友方获得+2/+2。		1	3	39	1	100	21		[1041101, 1041102]		糜竺【当先】|+2/+2	[3]	[3]	当先							选择一名友方，使其获得+2/+2												
10421	糜竺金	当先：使一个友方获得+4/+4。		1	3	39	1	100	21		[1042101, 1042102]		糜竺【当先】|+4/+4	[3]	[3]	当先							选择一名友方，使其获得+4/+4												
10511	糜夫人	战斗开始时，使左侧友方获得咆哮和等同你的体力值		1	3	5	1	100	10	105111	[1051101, 1051102]		糜夫人【存嗣】|获得等同糜夫人的的体力值		[9]	存嗣																			
10521	糜夫人金	战斗开始时，使左侧友方获得咆哮和等同你2倍的体力值		1	3	5	1	100	10	105211	[1052101, 1052102]		糜夫人【存嗣】|获得等同糜夫人2倍的体力值		[9]	存嗣																			
10611	魏延	每使用1张当先武将牌后，获得+3/+3		1	3	23	1	100	1		[1061101, 1061102]		魏延【狂骨】|+3/+3		[3]	狂骨			106111																
10621	魏延金	每使用1张当先武将牌后，获得+6/+6		1	3	23	1	100	1		[1062101, 1062102]		魏延【狂骨】|+6/+6		[3]	狂骨			106211																
10711	廖化	当先：随机获得1张蜀势力武将。		1	3	39	1	100	23		[1071101]			[3]	[3]	当先																			
10721	廖化金	当先：随机获得2张蜀势力武将。		1	3	39	1	100	23		[1072101]			[3]	[3]	当先																			
10811	周仓	蜀势力友方攻击时，使其永久获得+1/+1。		1	3	9	1	100	1		[1081101, 1081102]		周仓【忠勇】|+1/+1			忠勇		1	108111																
10821	周仓金	蜀势力友方攻击时，使其永久获得+2/+2。		1	3	9	1	100	1		[1082101, 1082102]		周仓【忠勇】|+2/+2			忠勇		1	108211																
10911	庞统	御策。		1	3	43	1	100	1		[1091101]			[7]	[7]																				
10912	庞统	当先：挑选1张锦囊牌		1	3	39	1	100	23		[1091201]			[3]	[3]	连环																			
10921	庞统金	御策。		1	3	43	1	100	1		[1092101]			[7]	[7]																				
10922	庞统金	当先：挑选1张锦囊牌2次		1	3	39	1	100	23		[1092201]			[3]	[3]	连环																			
11011	王平	当先：使其他蜀势力友方获得+3/+2。		1	3	39	1	100	6	110111	[1101101, 1101102]		王平【飞军】|+3/+2	[3]	[3]	飞军																			
11021	王平金	当先：使其他蜀势力友方获得+6/+4。		1	3	39	1	100	6	110211	[1102101, 1102102]		王平【飞军】|+6/+4	[3]	[3]	飞军																			
11111	黄忠	攻击时免疫伤害		1	3	9	1	100	1		[1111101]								111111																
11112	黄忠	攻击时免疫伤害（移除）		1	3	10	1	100	1		[1111201]								111121																
11113	黄忠	招募结束时，获得攻击+3		1	3	3	1	100	1		[1111301]		黄忠【烈弓】|攻击+3			烈弓																			
11121	黄忠金	攻击时免疫伤害		1	3	9	1	100	1		[1112101]								111211																
11122	黄忠金	攻击时免疫伤害（移除）		1	3	10	1	100	1		[1112201]								111221																
11123	黄忠金	招募结束时，获得攻击+6		1	3	3	1	100	1		[1112301]		黄忠【烈弓】|攻击+6			烈弓																			
11211	关平	友方攻击时，使全体蜀势力友方获得+2/+1。		1	3	9	1	100	6	112111	[1121101, 1121102]		关平【龙吟】|+2/+1			龙吟			112111																
11221	关平金	友方攻击时，使全体蜀势力友方获得+4/+2。		1	3	9	1	100	6	112211	[1122101, 1122102]		关平【龙吟】|+4/+2			龙吟			112211																
11311	徐庶	遣散后，刷新营帐且其中均为蜀势力武将。		1	3	22	1	100	23		[1131101]								113111																
11321	徐庶金	遣散后，刷新营帐且其中均为蜀势力武将。		1	3	22	1	100	23		[1132101]								113211																
11411	张飞	咆哮。		1	3	43	1	100	1		[1141101]				[9]																				
11412	张飞	攻击时，永久获得+3/+2。		1	3	9	1	100	1		[1141201, 1141202]		张飞【替身】|+3/+2			替身			114121																
11421	张飞金	咆哮。		1	3	43	1	100	1		[1142101]				[9]																				
11422	张飞金	攻击时，永久获得+6/+4。		1	3	9	1	100	1		[1142201, 1142202]		张飞【替身】|+6/+4			替身			114221																
11511	赵襄	战斗开始时，本局游戏每触发过1次蜀势力当先效果，获得+3/+3。		1	3	5	1	100	1		[1151101, 1151102]		赵襄【扶汉】|友方每触发过1次当先效果，+3/+3		[3]	扶汉																			
11521	赵襄金	战斗开始时，本局游戏每触发过1次蜀势力当先效果，获得+6/+6。		1	3	5	1	100	1		[1152101, 1152102]		赵襄【扶汉】|友方每触发过1次当先效果，+6/+6		[3]	扶汉																			
11611	诸葛亮	招募开始时，挑选1张等级5的锦囊牌1次		1	3	1	1	100	23		[1161101]					观星																			
11621	诸葛亮金	招募开始时，挑选1张等级5的锦囊牌2次		1	3	1	1	100	23		[1162101]					观星																			
11711	刘永	每使用1张当先武将牌后，使全体蜀势力友方获得+2/+2		1	3	23	1	100	6	117111	[1171101, 1171102]		刘永【诛佞】|+2/+2		[3]	诛佞			117111																
11721	刘永金	每使用1张当先武将牌后，使全体蜀势力友方获得+4/+4		1	3	23	1	100	6	117211	[1172101, 1172102]		刘永【诛佞】|+4/+4		[3]	诛佞			117211																
11811	黄月英	当先：本局游戏每使用过1张锦囊牌，使1个蜀势力友方获得+2/+2		1	3	39	1	100	21		[1181101, 1181102]		黄月英【集智】|每使用一张锦囊，+2/+2	[3]	[3]	集智																			
11821	黄月英金	当先：本局游戏每使用过1张锦囊牌，使1个蜀势力友方获得+4/+4		1	3	39	1	100	21		[1182101, 1182102]		黄月英【集智】|每使用一张锦囊，+4/+4	[3]	[3]	集智																			
11911	法正	蜀势力友方首次攻击时，使其获得御策和+4/+4。		1	3	8	1	100	1		[1191101, 1191102, 1191103]		法正【眩惑】|获得御策和+4/+4		[7]	眩惑		1	119111																
11921	法正金	蜀势力友方首次攻击时，使其获得御策和+8/+8。		1	3	8	1	100	1		[1192101, 1192102, 1192103]		法正【眩惑】|获得御策和+8/+8		[7]	眩惑		1	119211																
12011	雷铜	挑衅		1	3	43	1	100	1		[1201101]				[5]																				
12021	雷铜金	挑衅		1	3	43	1	100	1		[1202101]				[5]																				
20211	夏侯惇	受到伤害时，对随机敌方造成2点伤害		1	3	35	1	100	7	202112	[2021101]					刚烈			202111																
20221	夏侯惇金	受到伤害时，对随机敌方造成4点伤害		1	3	35	1	100	7	202212	[2022101]					刚烈			202211																
20311	李典	战斗开始时，对相邻友方造成1点伤害，令其获得+3/+1		1	3	5	1	100	10	203111	[2031101]		李典【忘隙】|+3/+1			忘隙					10	[2031102, 2031113]		203113											
20321	李典金	战斗开始时，对相邻友方造成1点伤害，令其获得+3/+1,执行两次。		1	3	5	2	100	10	203211	[2032101]		李典【忘隙】|+3/+1			忘隙					10	[2032102, 2032113]		203213											
20411	邓艾	招募结束时，进行判定：50%几率获得2枚虎符		1	3	3	1	50	23		[2041101]			[15]	[17]	屯田																			
20421	邓艾金	招募结束时，进行判定：50%几率获得2枚虎符，执行2次		1	3	3	2	50	23		[2042101]			[15]	[17]	屯田																			
20511	王异	招募结束时，使全体友方获得体力+1		1	3	3	1	100	6	205111	[2051101]		王异【秘计】|体力+1	[15]		秘计																			
20521	王异金	招募结束时，使全体友方获得体力+2		1	3	3	1	100	6	205211	[2052101]		王异【秘计】|体力+2	[15]		秘计																			
20611	许褚	攻击时，获得等于体力值的攻击		1	3	8	1	100	1		[2061101]		许褚【裸衣】|获得等于体力值的攻击			裸衣			206111																
20621	许褚金	攻击时，获得等于体力值2倍的攻击		1	3	8	1	100	1		[2062101]		许褚【裸衣】|获得等于体力值2倍的攻击			裸衣			206211																
20711	荀彧	受到伤害时，使其他魏势力友方永久获得体力+2		1	3	35	1	100	6	207111	[2071101]		荀彧【节命】|体力+2			节命			207111																
20721	荀彧金	受到伤害时，使其他魏势力友方永久获得体力+4		1	3	35	1	100	6	207211	[2072101]		荀彧【节命】|体力+4			节命			207211																
20811	张郃	友方判定时，使其永久获得+2/+2		1	3	47	1	100	1		[2081101, 2081102]		张郃【巧变】|+2/+2		[17]	巧变		1	208111																
20821	张郃金	友方判定时，使其永久获得+4/+4		1	3	47	1	100	1		[2082101, 2082102]		张郃【巧变】|+4/+4		[17]	巧变		1	208211																
20911	薛灵芸	受到伤害时，进行判定：50%几率永久获得+1/+2		1	3	35	1	50	1		[2091101, 2091102]		薛灵芸【霞泪】|+1/+2		[17]	霞泪			209111																
20921	薛灵芸金	受到伤害时，进行判定：50%几率永久获得+2/+4		1	3	35	1	50	1		[2092101, 2092102]		薛灵芸【霞泪】|+2/+4		[17]	霞泪			209211																
21011	何晏	遗计：对所有武将造成2点伤害		1	3	45	2	100	5	210111	[2101101]			[2]	[2]	崖柴			210111																
21021	何晏金	遗计：对所有武将造成2点伤害两次		1	3	45	3	100	5	210211	[2102101]			[2]	[2]	崖柴			210211																
21111	典韦	挑衅		1	3	43	1	100	1		[2111101]				[5]																				
21112	典韦	受到攻击后，随机造成等于体力值的伤害		1	3	14	1	100	7	211121	[2111201]					强袭			211121																
21121	典韦金	挑衅		1	3	43	1	100	1		[2112101]				[5]																				
21122	典韦金	受到攻击后，随机造成等于2倍体力值的伤害		1	3	14	1	100	7	211221	[2112201]					强袭			211221																
21211	王双	咆哮。		1	3	43	1	100	1		[2121101]				[9]																				
21212	王双	攻击时，进行判定：50%几率对目标造成4点伤害（本局每判定过1次，增加2点）		1	3	8	1	50	2		[2121201]				[17]	追猎			212121																
21221	王双金	咆哮。		1	3	43	1	100	1		[2122101]				[9]																				
21222	王双金	攻击时，进行判定：50%几率对目标造成8点伤害（本局每判定过1次，增加4点）		1	3	8	1	50	2		[2122201]				[17]	追猎			212221																
21311	管辂	招募结束时，进行判定：50%几率获得1张魏势力武将牌		1	3	3	1	50	23		[2131101]			[15]	[17]	卜算																			
21321	管辂金	招募结束时，进行判定：50%几率获得1张魏势力武将牌，执行2次		1	3	3	2	50	23		[2132101]			[15]	[17]	卜算		1																	
21411	曹金玉	魏势力友方受到伤害时，使两个随机魏势力友方永久获得+1/+2		1	3	35	1	100	6	214111	[2141101, 2141102]		曹金玉【隅泣】|+1/+2			隅泣			214111																
21421	曹金玉金	魏势力友方受到伤害时，使两个随机魏势力友方永久获得+2/+4		1	3	35	1	100	6	214211	[2142101, 2142102]		曹金玉【隅泣】|+2/+4			隅泣			214211																
21511	司马懿	友方判定时，必定成功		1	3	46	1	100	23		[2151101]				[17, 16]	鬼才			215111																
21521	司马懿金	友方判定时，必定成功		1	3	46	1	100	23		[2152101]				[17, 16]	鬼才			215211																
21522	司马懿金	友方判定成功时，使永久+2/+4		1	3	47	1	100	1		[2152201, 2152202]		司马懿【鬼才】|+2/+4		[17]			1	215221																
21611	甄姬	战斗开始时，进行判定：50%几率永久获得+8/+8并再次判定，至多4次		1	3	5	1	50	1		[2161101, 2161102, 2161103]		甄姬【洛神】|+8/+8		[17]	洛神																			
21621	甄姬金	战斗开始时，进行判定：50%几率永久获得+16/+16并再次判定，至多4次		1	3	5	1	50	1		[2162101, 2162102, 2162103]		甄姬【洛神】|+16/+16		[17]	洛神																			
21711	曹仁	魏势力友方受到攻击时，受到的伤害与其左侧友方分担		0	3	12	1	100	10	217111	[2171101]				[16]	据守		1	217111						21721										
21721	曹仁	魏势力友方受到攻击时，受到的伤害与其相邻友方分担		0	3	12	1	100	10	217211	[2172101]				[16]	据守		1	217211																
21811	郭嘉	友方每进行2次判定，获得1张等级6的锦囊牌（每阶段至多3张）		1	3	46	1	100	23		[2181101]				[17]	天妒			218111																
21821	郭嘉金	友方每进行2次判定，获得2张等级6的锦囊牌（每阶段至多6张）		1	3	46	1	100	23		[2182101]				[17]	天妒			218211																
21911	郭照	御策。		1	3	43	1	100	1		[2191101]			[7]	[7]																				
21912	郭照	战斗开始时，获得左侧魏势力友方的属性值		1	3	5	1	100	1		[2191201, 2191202]		郭照【尊位】|获得左侧魏势力友方的属性值			尊位																			
21921	郭照金	御策。		1	3	43	1	100	1		[2192101]				[7]																				
21922	郭照金	战斗开始时，获得相邻魏势力友方的属性值		1	3	5	1	100	1		[2192201, 2192202]		郭照【尊位】|获得相邻魏势力友方的属性值			尊位																			
30111	贾华	当先：获得1张刀斧手		1	3	39	1	100	23		[3011101]			[3]	[3]	召唤				[20203201]															
30121	贾华金	当先：获得2张刀斧手		1	3	39	1	100	23		[3012101]			[3]	[3]	召唤				[20203201]															
30211	陆逊	你失去最后的手牌时，使随机友方获得+1攻击		1	3	49	1	100	6	302111	[3021101]		陆逊【连营】|攻击+1			连营			302111																
30221	陆逊金	你失去最后的手牌时，使随机友方获得+2攻击		1	3	49	1	100	6	302211	[3022101]		陆逊【连营】|攻击+2			连营			302211																
30311	孙翎鸾	战斗开始时，每有1张手牌获得+3/+3		1	3	5	1	100	1		[3031101, 3031102]		孙翎鸾【聆乐】|每有一张手牌，+3/+3			聆乐																			
30321	孙翎鸾金	战斗开始时，每有1张手牌获得+6/+6		1	3	5	1	100	1		[3032101, 3032102]		孙翎鸾【聆乐】|每有一张手牌，+6/+6			聆乐																			
30411	黄盖	受到伤害时，使手牌中攻击最高的武将获得+1/+1		1	3	35	1	100	18	304111	[3041101, 3041102]		黄盖【苦肉】|+1/+1			苦肉			304111																
30421	黄盖金	受到伤害时，使手牌中攻击最高的武将获得+2/+2		1	3	35	1	100	18	304211	[3042101, 3042102]		黄盖【苦肉】|+2/+2			苦肉			304211																
30511	甘宁	当先：移除1个友方，获得1张锦帆军		1	3	39	1	100	21		[3051101]			[3]	[3]	奇袭				[20203211]	23	[3051102]	选择一个友方移除，获得1张“锦帆军”												
30521	甘宁	当先：移除1个友方，获得2张锦帆军		1	3	39	1	100	21		[3052101]			[3]	[3]	奇袭				[20203211]	23	[3052102]	选择一个友方移除，获得2张“锦帆军”												
30611	徐盛	破军：使手牌中全体吴势力武将获得+3/+3		1	3	48	1	100	17	306111	[3061101, 3061102]		徐盛【破军】|+3/+3	[4]	[4]	破军																			
30621	徐盛金	破军：使手牌中全体吴势力武将获得+6/+6		1	3	48	1	100	17	306211	[3062101, 3062102]		徐盛【破军】|+6/+6	[4]	[4]	破军																			
30711	周善	战斗开始时，使左侧吴势力友方获得手牌中攻击最高的武将的属性		1	3	5	1	100	10	307111	[3071101, 3071102]		周善【密运】|获得手牌中攻击最高的武将的属性			密运																			
30721	周善金	战斗开始时，使左侧吴势力友方获得手牌中攻击最高的武将的2倍属性		1	3	5	1	100	10	307211	[3072101, 3072102]		周善【密运】|获得手牌中攻击最高的武将的2倍属性			密运																			
30811	丁奉	当先：移除1个友方，使其他吴势力友方获得+2/+2		1	3	39	1	100	21		[3081101]		丁奉【奋迅】|+2/+2	[3]	[3]	奋迅					6	[3081102, 3081103]	选择一个友方移除，其他吴势力友方获得+2/+2	308111											
30821	丁奉金	当先：移除1个友方，使其他吴势力友方获得+4/+4		1	3	39	1	100	21		[3082101]		丁奉【奋迅】|+4/+4	[3]	[3]	奋迅					6	[3082102, 3082103]	选择一个友方移除，其他吴势力友方获得+4/+4	308211											
30911	凌统	被移除时不会离场		1	3	43	1	100	1		[3091101]																								
30912	凌统	被移除时永久获得+1/+1		1	3	51	1	100	1		[3091201, 3091202]		凌统【旋风】|+1/+1			旋风																			
30921	凌统金	被移除时不会离场		1	3	43	1	100	1		[3092101]																								
30922	凌统金	被移除时永久获得+2/+2		1	3	51	1	100	1		[3092201, 3092202]		凌统【旋风】|+2/+2			旋风																			
31011	吕蒙	在手牌中时，获得属性时额外获得+2/+2		1	3	29	1	100	27		[3101101, 3101102]		吕蒙【克己】|+2/+2			克己			310111								1								
31021	吕蒙	在手牌中时，获得属性时额外获得+4/+4		1	3	29	1	100	27		[3102101, 3102102]		吕蒙【克己】|+4/+4			克己			310211								1								
31111	孙策	当先：使手牌中全体吴势力武将获得+4/+4		1	3	39	1	100	17	311111	[3111101, 3111102]		孙策【激昂】|+4/+4	[3]	[3]	激昂																			
31121	孙策	当先：使手牌中全体吴势力武将获得+8/+8		1	3	39	1	100	17	311211	[3112101, 3112102]		孙策【激昂】|+8/+8	[3]	[3]	激昂																			
31211	张昭	武将被移除时，使全体友方获得+1/+1		1	3	44	1	100	6	312111	[3121101, 3121102]		张昭【固政】|+1/+1			固政			312111																
31221	张昭金	武将被移除时，使全体友方获得+2/+2		1	3	44	1	100	6	312211	[3122101, 3122102]		张昭【固政】|+2/+2			固政			312211																
31311	孙坚	当先：移除1个友方，获得1张随机吴势力武将牌		1	3	39	1	100	21		[3131101]			[3]	[3]	英魂					23	[3131102]	选择一个友方移除，获得1张随机吴势力武将牌												
31321	孙坚金	当先：移除1个友方，获得2张随机吴势力武将牌		1	3	39	1	100	21		[3132101]			[3]	[3]	英魂					23	[3132102]	选择一个友方移除，获得2张随机吴势力武将牌												
31411	周瑜	御策。		1	3	43	1	100	1		[3141101]			[7]	[7]																				
31412	周瑜	战斗开始时，对随机敌方造成等于手牌中攻击最高的武将攻击力的伤害		1	3	5	1	100	7	314121	[3141201]					反间																			
31421	周瑜金	御策。		1	3	43	1	100	1		[3142101]			[7]	[7]																				
31422	周瑜金	战斗开始时，对随机敌方造成等于手牌中攻击最高的武将攻击力的伤害两次		1	3	5	2	100	7	314221	[3142201]					反间																			
31511	韩当	武将被移除时，获得1张解烦卫		1	3	44	1	100	23		[3151101]					解烦			315111																
31521	韩当金	武将被移除时，获得2张解烦卫		1	3	44	1	100	23		[3152101]					解烦			315211																
31611	大乔	战斗开始时，使攻击最高的敌方获得无法攻击		1	3	5	1	100	9	316111	[3161101]		大乔【国色】|无法攻击			国色																			
31621	大乔金	战斗开始时，使攻击最高的敌方获得无法攻击		1	3	5	1	100	9	316211	[3162101]		大乔【国色】|无法攻击			国色																			
31711	孙皓	战斗开始时，获得手牌中全体武将的属性值		1	3	5	1	100	1		[3171101, 3171102]		孙皓【残蚀】|获得手牌中全体武将的属性值			残蚀																			
31721	孙皓金	战斗开始时，获得手牌中全体武将的属性值两次		1	3	5	2	100	1		[3172101, 3172102]		孙皓【残蚀】|获得手牌中全体武将的属性值2次			残蚀																			
31811	祖茂	招募结束时，随机移除手牌中1个武将，使全体吴势力友方获得+6/+6		1	3	3	1	100	17	318111	[3181101]		祖茂【引兵】|+6/+6	[15]		引兵					6	[3181102, 3181103]		318112											
31821	祖茂金	招募结束时，随机移除手牌中1个武将，使全体吴势力友方获得+6/+6，执行2次		1	3	3	2	100	17	318211	[3182101]		祖茂【引兵】|+6/+6	[15]		引兵					6	[3182102, 3182103]		318212											
31911	太史慈	咆哮。		1	3	43	1	100	1		[3119101]				[9]																				
31912	太史慈	攻击时，先对随机敌方造成等于本武将攻击力的伤害		1	3	8	1	100	7	319121	[3191201]					天义			319121																
31921	太史慈金	咆哮。		1	3	43	1	100	1		[3192101]				[9]																				
31922	太史慈金	咆哮。攻击时，先对随机敌方造成等于自身攻击的伤害2次		1	3	8	2	100	7	319221	[3192201]					天义			319221																
32111	锦帆军	攻击时免疫伤害		1	3	9	1	100	1		[3211101]					免疫			321111																
32112	锦帆军	攻击时免疫伤害（移除）		1	3	10	1	100	1		[3211201]								321121																
32121	锦帆军金	攻击时免疫伤害		1	3	9	1	100	1		[3212101]					免疫			321211																
32122	锦帆军金	攻击时免疫伤害（移除）		1	3	10	1	100	1		[3212201]								321221																
32211	解烦卫	御策		1	3	43	1	100	1		[3221101]			[7]	[7]																				
32212	解烦卫	挑衅		1	3	43	1	100	1		[3221201]				[5]																				
32221	解烦卫金	御策		1	3	43	1	100	1		[3222101]			[7]	[7]																				
32222	解烦卫金	挑衅		1	3	43	1	100	1		[3222201]				[5]																				
40111	邓茂	遗计：上阵1个黄巾兵		1	3	45	1	100	23		[4011101]			[2]	[2]	遗计			401111	[20204201]															
40121	邓茂金	遗计：上阵1个金色黄巾兵		1	3	45	1	100	23		[4012101]			[2]	[2]	遗计			401211	[20204202]															
40211	眭固	上阵黄巾势力友方后，永久获得+1/+1		1	3	17	1	100	1		[4021101, 4021102]		眭固【势众】|+1/+1			势众			402111																
40221	眭固金	上阵黄巾势力友方后，永久获得+2/+2		1	3	17	1	100	1		[4022101, 4022102]		眭固【势众】|+2/+2			势众			402211																
40311	严政	遗计：使你的黄巾兵永久获得攻击+1，并上阵1个黄巾兵		1	3	45	1	100	12	403111	[4031101]		严政【遗计】|攻击+1	[2]	[2]	遗计			403111	[20204201]	23	[4031102]													
40321	严政金	遗计：使你的黄巾兵永久获得攻击+2，并上阵1个金色黄巾兵		1	3	45	1	100	12	403211	[4032101]		严政【遗计】|攻击+2	[2]	[2]	遗计			403211	[20204202]	23	[4032102]													
40411	陶升	上阵黄巾势力友方后，使其获得+1/+1		1	3	17	1	100	1		[4041101, 4041102]		陶升【平汉】|+1/+1			平汉		1	404111																
40421	陶升金	上阵黄巾势力友方后，使其获得+2/+2		1	3	17	1	100	1		[4042101, 4042102]		陶升【平汉】|+2/+2			平汉		1	404211																
40511	程远志	友方阵亡时，获得+1/+2		1	3	45	1	100	1		[4051101, 4051102]		程远志【亢怒】|+1/+2			亢怒			405111																
40521	程远志金	友方阵亡时，获得+2/+4		1	3	45	1	100	1		[4052101, 4052102]		程远志【亢怒】|+2/+4			亢怒			405211																
40611	波才	战斗中上阵友方后，使其获得+2/+2和挑衅		1	3	17	1	100	1		[4061101, 4061102, 4061103]		波才【围军】|获得挑衅，+2/+2			围军		1	406111							1									
40621	波才金	战斗中上阵友方后，使其获得+4/+4和挑衅		1	3	17	1	100	1		[4062101, 4062102, 4062103]		波才【围军】|获得挑衅，+4/+4			围军		1	406211							1									
40711	白绕	当先：使你的黄巾兵获得+2/+2		1	3	39	1	100	12	407111	[4071101, 4071102]		白绕【分炙】|+2/+2	[3]	[3]	分炙																			
40721	白绕金	当先：使你的黄巾兵获得+4/+4		1	3	39	1	100	12	407211	[4072101, 4072102]		白绕【分炙】|+4/+4	[3]	[3]	分炙																			
40811	张梁	黄巾友方阵亡时，对随机敌方造成4点伤害		1	3	45	1	100	7	408111	[4081101]					方统			408111																
40821	张梁金	黄巾友方阵亡时，对随机敌方造成4点伤害2次		1	3	45	2	100	7	408211	[4082101]					方统			408211																
40911	何曼	攻击时，先触发右侧友方的遗计效果1次		1	3	9	1	100	10	409111	[4091101]				[2]	举力			409111																
